id,trigger,conditions,script,text,options,notes
nskr_bounty_eternityOpen,OpenCommLink,"$faction.id == enigma score:1000
$entity.isHostile
$entity.nskr_bounty_eternity score:100
",,"""CID-IFF not received [TARGET UNKNOWN] respond null // 'Greetings Your vessel is not logged as a valid contact with - ""

INTERRUPT

waiting. query [DESTROY]?. scanning. false. return to (ERROR)

The comm link dies out.
OR
The comms crackle, and a mesmerizing pattern of interweaving lines takes shape. 

waiting. query blood?. scanning. false. return to (DIALOG)

INTERRUPT

"" -UMBRA operations. captain.getName Do not interfere with this fleet. It is authorized to use lethal force to ensure operational security.'""","cutCommLink:Cut the comm link",
,,,,,,
nskr_bounty_mothershipOpen,OpenCommLink,"$faction.id == remnant score:1000
$entity.isHostile
$entity.nskr_bounty_mothership score:100
!$ignorePlayerCommRequests",FireAll nskr_bountyMothershipOptions,"""CID-IFF received 'Greetings valued technician. Your vessel is logged as a valid contract holder with the Tri-Tachyon Integrated Space Defense line of products and services. Development mode is now active.""

Project Helios :
STATUS REPORT

Weapons: Standby
Sensors: Active
Comms: ERROR - NO CONNECTION
Reactor: Full output
Bays: Standby
Subroutines: Active

INTERRUPT

Are you omega [query] No, return; ",,
nskr_bounty_mothershipOptCut,nskr_bountyMothershipOptions,,,,cutCommLink:Cut the comm link,
nskr_bounty_mothershipOptShutdown,nskr_bountyMothershipOptions,!$nskr_bounty_mothershipShutdownTried,,,nskr_bounty_mothershipShutdown:Try to shut down the AI,
nskr_bounty_mothershipShutdown,DialogOptionSelected,$option == nskr_bounty_mothershipShutdown,$nskr_bounty_mothershipShutdownTried = true 100,"You order the comms team to see if they can take remote control of the mothership, but are shortly confronted by the following interface.
""Valued technician, Please re-enter the system override key for further access.""

INTERRUPT

You are not [omega]
",cutCommLink:Cut the comm link,
,,,,,,
nskr_bounty_mothershipGuard,nskr_bountyGuard,nskr_quest bounty check mothershipGuards,"SetTextHighlights ""maneuvers to prevent your approach""
nskr_quest bounty engage mothership","The fleet appears to be protecting this planet, and maneuvers to prevent your approach.",,
nskr_bounty_guardLeave,nskr_bountyGuard,,DismissDialog,,,The guarding fleet is not here to engage.
,,,,,,
nskr_bounty_peacekeepersOpen,OpenCommLink,"$faction.id == independent score:1000
$entity.nskr_bounty_peacekeepers score:100",,"""Hello this is $personName speaking, please state your business.""","nskr_bounty_peacekeepersCut:Cut the comm link
nskr_bounty_peacekeepersPraise:""I uhh... just wanted to tell you, that you are doing a *great* job.""
nskr_bounty_peacekeepersFight:""It's time for you to die, Pig!""",
nskr_bounty_peacekeepersCutAgain,DialogOptionSelected,"$option == nskr_bounty_peacekeepersCut
$nskr_bounty_peacekeepersCutSelected score:100","EndConversation
ShowDefaultVisual",The comm link is cut.,,
nskr_bounty_peacekeepersCut,DialogOptionSelected,$option == nskr_bounty_peacekeepersCut,$nskr_bounty_peacekeepersCutSelected = true 100,"$PersonRank $personName looks very displeased.

You can hear him mumble to himself before the comm link is cut.
""One day these dumbass spacers will stop wasting my time, Gah.""
",nskr_bounty_peacekeepersEnd:Cut the comm link,
nskr_bounty_peacekeepersPraiseAgain,DialogOptionSelected,"$option == nskr_bounty_peacekeepersPraise
$nskr_bounty_peacekeepersPraiseSelected score:100",,Dialog option already selected.,,
nskr_bounty_peacekeepersPraise,DialogOptionSelected,$option == nskr_bounty_peacekeepersPraise,$nskr_bounty_peacekeepersPraiseSelected = true 100,"$personName looks confused for a moment.

""What are you talking about? Is this a prank, did Sam send you to fuck with me again? ""
$personName continues rambling to himself, something about ""payback"" and ""fucking killing Sam"". 

The comm link is cut before you can decipher any meaning to this conversation.",nskr_bounty_peacekeepersEnd:Cut the comm link,
nskr_bounty_peacekeepersFight,DialogOptionSelected,$option == nskr_bounty_peacekeepersFight,"MakeOtherFleetPreventDisengage true
MakeOtherFleetAggressive true
MakeOtherFleetHostile true
$entity.ignorePlayerCommRequests = true 100
$nskr_bounty_peacekeepersFightSelected = true 100","""Is that so? It's time for me and my boys to teach you little lesson, crime doesn't pay!"" He shouts through the comm link.

The comm link is cut before you have a chance to respond.

the $fleetName power up combat systems and move in to engage.

",nskr_bounty_peacekeepersEnd:Cut the comm link,
nskr_bounty_peacekeepersEnd,DialogOptionSelected,$option == nskr_bounty_peacekeepersEnd,"EndConversation
ShowDefaultVisual",,,
,,,,,,
nskr_bounty_abyssTitle,nskr_bountyIntelTitle,$nskr_intel_key == abyss,,$nskr_bounty_abyssFleetName,,
nskr_bounty_eternityTitle,nskr_bountyIntelTitle,$nskr_intel_key == eternity,,Commander Umbra's Fleet,,
nskr_bounty_mothershipTitle,nskr_bountyIntelTitle,$nskr_intel_key == mothership,,$nskr_bounty_mothershipFleetName,,
nskr_bounty_peacekeepersTitle,nskr_bountyIntelTitle,$nskr_intel_key == peacekeepers,,The Peacekeepers,,
,,,,,,
nskr_bounty_abyssLocation,nskr_bountyIntelBullets,"$nskr_intel_key == abyss
$nskr_intel_status == active
$nskr_intel_update != sighted",,Found patrolling in the $nskr_bounty_abyssSystem.,,
nskr_bounty_abyssReward,nskr_bountyIntelBullets,"$nskr_intel_key == abyss
$nskr_intel_status == active
$nskr_intel_update != sighted",,$nskr_bounty_abyssPayout reward,,
nskr_bounty_abyssSighted,nskr_bountyIntelBullets,"$nskr_intel_key == abyss
$nskr_intel_update == sighted","SetTextHighlightColors yellowTextColor
SetTextHighlights ""Hollow-Class"" ""extreme caution""","Initial examinations of the Remnant fleet shows an unusual flagship, the Hollow-Class. Approach with extreme caution.",,
nskr_bounty_abyssPaidMessage,nskr_bountyIntelBullets,"$nskr_intel_key == abyss
$nskr_intel_status == completed
$nskr_intel_mode == update
nskr_quest bounty check abyssPaid","SetTextHighlightColors yellowTextColor
SetTextHighlights ""+$nskr_bounty_abyssPayout""","Bounty payment received from ARO, +$nskr_bounty_abyssPayout",,
nskr_bounty_abyssUnpaidMessage,nskr_bountyIntelBullets,"$nskr_intel_key == abyss
$nskr_intel_status == completed
$nskr_intel_mode == update
!nskr_quest bounty check abyssPaid","SetTextHighlightColors yellowTextColor
SetTextHighlights ""no proof of complete destruction""","Since you have no proof of complete destruction, you will not receive any payments from ARO.",,
nskr_bounty_eternityLocation,nskr_bountyIntelBullets,"$nskr_intel_key == eternity
$nskr_intel_status == active
$nskr_intel_update != sighted",,Hiding in the $nskr_bounty_eternitySystem orbiting $nskr_bounty_eternityEntity,,
nskr_bounty_eternityReward,nskr_bountyIntelBullets,"$nskr_intel_key == eternity
$nskr_intel_status == active
$nskr_intel_update != sighted",,Unknown reward,,
nskr_bounty_eternitySighted,nskr_bountyIntelBullets,"$nskr_intel_key == eternity
$nskr_intel_update == sighted","SetTextHighlightColors yellowTextColor
SetTextHighlights ""Eternity-Class"" ""extreme caution""","Initial examinations of the Enigma fleet shows an unusual flagship, the Eternity-Class. Approach with extreme caution.",,
nskr_bounty_mothershipLocation,nskr_bountyIntelBullets,"$nskr_intel_key == mothership
$nskr_intel_status == active
$nskr_intel_update != sighted",,Last seen in the $nskr_bounty_mothershipSystem orbiting $nskr_bounty_mothershipEntity,,
nskr_bounty_mothershipReward,nskr_bountyIntelBullets,"$nskr_intel_key == mothership
$nskr_intel_status == active
$nskr_intel_update != sighted",,Unknown reward,,
nskr_bounty_mothershipSighted,nskr_bountyIntelBullets,"$nskr_intel_key == mothership
$nskr_intel_update == sighted","SetTextHighlightColors yellowTextColor
SetTextHighlights ""Sunburst-Class"" ""extreme caution""","Initial examinations of the Remnant fleet shows an unusual flagship, the Sunburst-Class. Approach with extreme caution.",,
nskr_bounty_peacekeepersLocationHyperspace,nskr_bountyIntelBullets,"$nskr_intel_key == peacekeepers
$nskr_intel_status == active
$nskr_intel_update != sighted
nskr_quest bounty check peacekeepersInHyperspace","SetTextHighlights ""somewhere in hyperspace""",Current rumoured location is somewhere in hyperspace.,,
nskr_bounty_peacekeepersLocation,nskr_bountyIntelBullets,"$nskr_intel_key == peacekeepers
$nskr_intel_status == active
$nskr_intel_update != sighted
!nskr_quest bounty check peacekeepersInHyperspace",,Current rumoured location is the $nskr_bounty_peacekeepersFleetSystem.,,
nskr_bounty_peacekeepersReward,nskr_bountyIntelBullets,"$nskr_intel_key == peacekeepers
$nskr_intel_status == active
$nskr_intel_update != sighted",,$nskr_bounty_peacekeepersPayout reward,,
nskr_bounty_peacekeepersSighted,nskr_bountyIntelBullets,"$nskr_intel_key == peacekeepers
$nskr_intel_update == sighted","SetTextHighlightColors yellowTextColor
SetTextHighlights ""Rorqual-Class"" ""caution""","Initial examinations of the Independent fleet shows an unusual flagship, the Rorqual-Class. Approach with caution.",,
nskr_bounty_peacekeepersPaidMessage,nskr_bountyIntelBullets,"$nskr_intel_key == peacekeepers
$nskr_intel_status == completed
$nskr_intel_mode == update
nskr_quest bounty check peacekeepersLooted","SetTextHighlightColors yellowTextColor
SetTextHighlights ""+$nskr_bounty_peacekeepersPaidAmount""","Donation received from an anonymous source, +$nskr_bounty_peacekeepersPaidAmount",,
nskr_bounty_peacekeepersRelationsMessage,nskr_bountyIntelBullets,"$nskr_intel_key == peacekeepers
$nskr_intel_status == completed
$nskr_intel_mode == update
nskr_quest bounty check peacekeepersRelationsLost","SetTextHighlightColors 150,150,150,255 bad
SetTextHighlights Independents 10",Relations with the Independents reduced by 10,,
,,,,,,
nskr_bounty_abyssDescFound,nskr_bountyIntelDesc,"$nskr_intel_key == abyss
$nskr_intel_status == active",,You've found a mysterious seemingly passive Remnant fleet with unusual phase ships.,,
nskr_bounty_abyssDescPosting,nskr_bountyIntelDesc,"$nskr_intel_key == abyss
$nskr_intel_status == active",,Your comms team finds an open bounty posting by the Anti-Remnant Organization for a fleet with a matching yet vague description. The payout is $nskr_bounty_abyssPayout but requires the complete destruction of the fleet (no recovery).,,
nskr_bounty_abyssDescDefeated,nskr_bountyIntelDesc,"$nskr_intel_key == abyss
$nskr_intel_status == completed",,"You were able to defeat the Abyss fleet, good riddance.",,
nskr_bounty_abyssDescPaid,nskr_bountyIntelDesc,"$nskr_intel_key == abyss
$nskr_intel_status == completed
nskr_quest bounty check abyssPaid","SetTextHighlights ""+$nskr_bounty_abyssPayout""",You received the payment from ARO +$nskr_bounty_abyssPayout,,
nskr_bounty_eternityDescFound,nskr_bountyIntelDesc,"$nskr_intel_key == eternity
$nskr_intel_status == active",,You've found a mysterious seemingly malfunctioning Enigma fleet with an unusual flagship hiding in a nebula system.,,
nskr_bounty_eternityDescDefeated,nskr_bountyIntelDesc,"$nskr_intel_key == eternity
$nskr_intel_status == completed",,"You were able to defeat the commanders fleet, good riddance.",,
nskr_bounty_mothershipDescFound,nskr_bountyIntelDesc,"$nskr_intel_key == mothership
$nskr_intel_status == active",,You've found a strange Remnant fleet commanded by a very formidable mothership.,,
nskr_bounty_mothershipDescDefeated,nskr_bountyIntelDesc,"$nskr_intel_key == mothership
$nskr_intel_status == completed",,"You were able to defeat the Remnant fleet, good riddance.",,
nskr_bounty_peacekeepersDescFound,nskr_bountyIntelDesc,"$nskr_intel_key == peacekeepers
$nskr_intel_status == active",,An infamous mercenary group patrolling the core systems.,,
nskr_bounty_peacekeepersDescPosting,nskr_bountyIntelDesc,"$nskr_intel_key == peacekeepers
$nskr_intel_status == active",,"Shortly after, you were contact by an anonymous source telling you that there are many parties in the sector wishing to get rid of this fleet. Their payout is $nskr_bounty_peacekeepersPayout",,
nskr_bounty_peacekeepersDescDefeated,nskr_bountyIntelDesc,"$nskr_intel_key == peacekeepers
$nskr_intel_status == completed
nskr_quest bounty check peacekeepersLooted",,"You were able to defeat the Peacekeepers, good riddance.",,
nskr_bounty_peacekeepersDescPaid,nskr_bountyIntelDesc,"$nskr_intel_key == peacekeepers
$nskr_intel_status == completed
nskr_quest bounty check peacekeepersLooted
nskr_quest bounty check peacekeepersPaidInFull","SetTextHighlights ""+$nskr_bounty_peacekeepersPaidAmount""",You received the anonymous *donation* +$nskr_bounty_peacekeepersPaidAmount,,
nskr_bounty_peacekeepersDescPaidReduced,nskr_bountyIntelDesc,"$nskr_intel_key == peacekeepers
$nskr_intel_status == completed
nskr_quest bounty check peacekeepersLooted
!nskr_quest bounty check peacekeepersPaidInFull","SetTextHighlights ""+$nskr_bounty_peacekeepersPaidAmount""",You received the anonymous *donation* +$nskr_bounty_peacekeepersPaidAmount the amount was reduced due to low contribution.,,
nskr_bounty_peacekeepersDescMissed,nskr_bountyIntelDesc,"$nskr_intel_key == peacekeepers
$nskr_intel_status == completed
!nskr_quest bounty check peacekeepersLooted",,The Peacekeepers were defeated by another party. Seems like you missed your chance.,,
"#END BOUNTIES",,,,,,
,,,,,,
# MISC EVENTS,,,,,,
,,,,,,
# INTERCEPTS,,,,,,
nskr_ic_aroHail,BeginFleetEncounter,"$faction.id == mercenary score:1000
!$ignorePlayerCommRequests
$nskr_ic_aro",HailPlayer,,,
nskr_ic_aroOpen,OpenCommLink,"$faction.id == mercenary score:1000
$entity.isHostile
$entity.nskr_ic_aro score:100",$entity.ignorePlayerCommRequests = true 100,"The captain looks at you with intense conviction. ""All those who bear the Remnant scourge will be purged by fire. You can not even begin to understand the forces you play with captain. May the cold vacuum of space redeem your spirit."" $HeOrShe seems uninterested in receiving any response to their speech.

The comm link is cut before you have a chance to respond.",nskr_ic_aroCut:Cut the comm link,
nskr_ic_aroCut,DialogOptionSelected,$option == nskr_ic_aroCut,"ShowDefaultVisual
EndConversation",the $fleetName powers up their weapons and moves in to engage.,,
,,,,,,
nskr_ic_messengerHail,BeginFleetEncounter,"$faction.id == mercenary score:1000
!$ignorePlayerCommRequests
$nskr_ic_messenger",HailPlayer,,,
nskr_ic_messengerOpen,OpenCommLink,"$faction.id == mercenary score:1000
$entity.nskr_ic_messenger score:100",FireBest nskr_icMessengerMessage,,,
nskr_ic_messengerLeavingOpen,OpenCommLink,"$faction.id == mercenary score:1000
$entity.nskr_ic_messengerLeaving score:100",FireBest nskr_icMessengerMessage,,,The messenger repeats its message after it has turned to leave.
nskr_ic_messengerMessage,nskr_icMessengerMessage,,"$entity.ignorePlayerCommRequests = true 100
nskr_quest ic do messengerMet","The captain quickly introduces themselves as some sort of messenger for someone who wishes to remain anonymous. ""Ahem- "" Tread with care captain, you are entering a dangerous field of work. Many have tried and perished foolishly, in the pursuit of this knowledge. And I will be evaluating your actions captain, we might just meet in the future if you are deemed worthy. Signed ""LZ"" "" The message is delivered, $heOrShe swiftly ends the conversation.

The comm link is cut before you have a chance to respond.",nskr_ic_messengerCut:Cut the comm link,
nskr_ic_messengerCut,DialogOptionSelected,$option == nskr_ic_messengerCut,"ShowDefaultVisual
EndConversation",the $fleetName assumes a neutral posture.,,
,,,,,,
nskr_ic_collectorHail,BeginFleetEncounter,"$faction.id == kesteven score:1000
!$ignorePlayerCommRequests
$nskr_ic_collector",HailPlayer,,,
nskr_ic_collectorOpen,OpenCommLink,"$faction.id == kesteven score:100
$entity.isHostile
!$ignorePlayerCommRequests
$entity.nskr_ic_collector
nskr_quest ic check collectorDemands",,"""You owe the Kesteven Corporation a great deal of money $playerName. It's time to pay up."" The captain has a particularly ruthless look to him.",nskr_ic_collectorDemand:Continue,
nskr_ic_collectorDemand,DialogOptionSelected,$option == nskr_ic_collectorDemand,"$entity.ignorePlayerCommRequests = true 10
nskr_debt init
FireBest nskr_icCollectorDemand
AddText ""You have $nskr_debt_pointsStr in unpaid loans.""
SetTextHighlights $nskr_debt_pointsStr",,,
nskr_ic_collectorDemandNone,nskr_icCollectorDemand,,,"""Seems like you don't have enough credits to pay us anything.""","nskr_ic_collectorNoPay:""Yeah, uhhh... I Don't have any money.""",Fallback: the player cannot pay anything.
nskr_ic_collectorDemandSome,nskr_icCollectorDemand,nskr_quest ic check collectorCanPaySome,"AddText ""\""Just give us all you have, so we don't need to use *other* measures.\""""","""Seems like you don't have enough credits to pay us everything.""","nskr_ic_collectorPaySome:Pay them $nskr_ic_collectorPayment
nskr_ic_collectorFight:""No, I don't think I will.""",
nskr_ic_collectorDemandAll,nskr_icCollectorDemand,nskr_quest ic check collectorCanPayAll,,"""Just give us all the owed money, and we don't need to use *other* measures.""","nskr_ic_collectorPayAll:Pay them $nskr_ic_collectorPayment
nskr_ic_collectorFight:""No, I don't think I will.""",
nskr_ic_collectorPaySome,DialogOptionSelected,$option == nskr_ic_collectorPaySome,"FireBest nskr_icCollectorPay
MakeOtherFleetAllowDisengage true
MakeOtherFleetNonAggressive true","""Thank you for your business captain. Glad we could come to terms, peacefully."" There is a hint of sarcasm in what $heOrShe is saying.",nskr_ic_collectorExit:Leave,
nskr_ic_collectorPayAll,DialogOptionSelected,$option == nskr_ic_collectorPayAll,"FireBest nskr_icCollectorPay
MakeOtherFleetAllowDisengage true
MakeOtherFleetNonAggressive true","""Thank you for your business captain. I am glad we could come to terms, peacefully."" There is a hint of sarcasm in what $heOrShe is saying.",nskr_ic_collectorExit:Leave,
nskr_ic_collectorPay,nskr_icCollectorPay,,"nskr_quest ic do collectorPay
nskr_debt init
AddTextSmall ""Debt reduced to $nskr_debt_pointsStr"" gray
SetTextHighlights $nskr_debt_pointsStr
AdjustRep kesteven 5
AdjustRepActivePerson COOPERATIVE 10
PlaySound ui_rep_raise
unset $entity.ignorePlayerCommRequests
nskr_quest ic do collectorLeave",,,"Payment, receipts and departure, shared by both pay handlers."
nskr_ic_collectorExit,DialogOptionSelected,$option == nskr_ic_collectorExit,"ShowDefaultVisual
EndConversation",You cut the comm link.,,
nskr_ic_collectorNoPay,DialogOptionSelected,$option == nskr_ic_collectorNoPay,,"""Looks like it's time to use *other* means of payment."" $HeOrShe says in an arrogant manner.",nskr_ic_collectorFight:Cut the comm link,
nskr_ic_collectorFight,DialogOptionSelected,$option == nskr_ic_collectorFight,"ShowDefaultVisual
EndConversation","""Looks like it's time to use *other* means of payment."" $HeOrShe says in an arrogant manner.
The comm link is cut before you can respond.

the $faction $fleetName powers up their weapons and moves in to engage.",,
,,,,,,
# BETRAYAL,,,,,,
betrayalInit,BeginFleetEncounter,"$faction.id == kesteven score:1000
!$ignorePlayerCommRequests
$BetrayalFleet","HailPlayer",,,
betrayalGreeting,OpenCommLink,"$faction.id == kesteven score:1000
$entity.isHostile
$entity.BetrayalFleet score:100
","FireBest betrayalDialogOptions
$entity.ignorePlayerCommRequests = true 10","""You know captain, that not every fleet comes back from the fringes. It is a shame that yours will not be one of them, but hey don't worry your stuff will be put to good use once we've claimed it."" The captain seems very smug about the situation.

the $faction $fleetName is starting to power up combat systems and moving in to engage.
OR
""This trip has been a waste, but it looks like our luck has just turned around with you showing up. Nothing personal of course, captain it's just business."" There is a ravenous look on the captains face.

the $faction $fleetName is starting to power up combat systems and moving in to engage.",,
betrayalDialogOptions,betrayalDialogOptions,,,,"0:cutCommLink:Cut the comm link
1:betrayalFU:""Fuck you."" (Cut the comm link)",
betrayalFU,DialogOptionSelected,"$option == betrayalFU",,"$PersonRank $personName seems vaguely insulted.
""Hah ha, very mature of you captain, don't take this so personally."" The captain looks at you with a self-satisfied expression.

The comm link is cut before you have a chance to respond.","betrayalEndComms:Cut the comm link",
betrayalEndComms,DialogOptionSelected,"$option == betrayalEndComms","EndConversation
ShowDefaultVisual","You cut the comm link",,
"#END BETRAYAL",,,,,,
,,,,,,
# ENIGMA remnants fleet greeting lines,,,,,,
greetingEnigmaFriendly,OpenCommLink,"$faction.id == enigma score:1000
$faction.friendlyToPlayer","$menuState = fleetConvMain 0
FireAll PopulateOptions","""CID-IFF received [TARGET FRIENDLY] respond true // ""

INTERRUPT

are you the maker? scanning. you are not. where is the omega?
 
INTERRUPT 

""... licensed service technician]. Weapon systems have been powered down for Your Safety. Unit is prepared for approach of [licensed service technician].""
OR
""CID-IFF received [TARGET FRIENDLY] respond true // ''Greetings [Integrated Space Defense System Contract Holder ""

INTERRUPT 

waiting. omega signal query? scanning. no. waiting.

INTERRUPT 

"" licensed service technician].""",,
greetingEnigmaHostile,OpenCommLink,"$faction.id == enigma score:100
$entity.isHostile

","$entity.ignorePlayerCommRequests = true 1","""CID-IFF not received [TARGET LOCATED] respond null // 'NOTICE your fleet is interfering with DSRD operations. This unit has not cleared- ""

INTERRUPT

query. blood?. scanning. [BLOOD] collect, amass, gather, stockpile, hoard, reap...

The comm-link dies. Your comms officer panics for a moment before the console reboots itself. You exchange a look, then proceed.
OR
The comms crackle and whine as a frantic pattern of interweaving lines takes shape. 

query. query. query target. is blood? true. [DESTROY TARGET].

INTERRUPT

"" -SERIAL]. This unit has not cleared your vessel for approach and will employ lethal force to ensure its integrity.'""","cutCommLink:Cut the comm link",
greetingEnigmaNeutral,OpenCommLink,"$faction.id == enigma score:1000
$faction.neutralToPlayer","$menuState = fleetConvMain 0
FireAll PopulateOptions","""CID-IFF not received [TARGET UNKNOWN] respond null // 'Greetings Your vessel is not logged as a valid contract holder with the Integrated Space Defense line of- ""

INTERRUPT

scanning. query blood? no, you are not. do not interfere.

The comm-link is cut.
OR
The comms crackle, and a mesmerizing pattern of interweaving lines takes shape. 

waiting. query blood?. scanning. false. return to

INTERRUPT

"" -contract holder with the Integrated Space Defense line of services. Have you considered a Orbital Defense Plan? Please contact a customer service representative for more information.'""

",,
greetingEnigmaTOff,OpenCommLink,"$faction.id == enigma score:1000
!$player.transponderOn",,"""Transponder nullPointerException ERROR #351""

Maybe you should try turning on your transponder.
OR
""Valued Citizen of the Domain please turn on your [ERROR] for identification""

Maybe you should try turning on your transponder.","turnOnTransponder:Turn your transponder on
cutCommLink:Cut the comm link",
"#END ENIGMA remnants fleet greeting lines",,,,,,
,,,,,,
# enigma patrol stopping player w/ transponder off,,,,,,
tOffEnigmaPatrolBegin,BeginFleetEncounter,"CaresAboutTransponder
!$tOff_didAlready
!$isHostile
!$faction.c:allowsTransponderOffTrade
!$sourceMarket.mc:free_market
$isPatrol
$faction.id == enigma score:1000
$sawPlayerTransponderOff score:100","$tOff_didAlready = true 0
#MakeOtherFleetPreventDisengage tOff true
MakeOtherFleetAggressive tOff false
unset $ignorePlayerCommRequests
$sawPlayerWithTOffCount++ 10
$transponderOffConv = true 0
AddText ""You're being hailed by the $faction $otherShipOrFleet."" $faction.baseColor
OpenComms",,,
tOffEnigmaPatrolBeginNoTalk,BeginFleetEncounter,"CaresAboutTransponder
!$tOff_didAlready
!$isHostile
!$faction.c:allowsTransponderOffTrade
!$sourceMarket.mc:free_market
$isPatrol
$faction.id == enigma score:1000
$sawPlayerTransponderOff score:100
$sawPlayerWithTOffCount > 1 score:100","$tOff_didAlready = true 0
#MakeOtherFleetPreventDisengage tOff true
MakeOtherFleetAggressive tOff false
MakeHostileWhileTOff tOff true 7
$sawPlayerWithTOffCount++ 10
$ignorePlayerCommRequests = true 0",,,
tOffEnigmaPatrolOpenComm,OpenCommLink,"$entity.transponderOffConv score:100
$faction.id == enigma score:1000","AddText ""\""[TARGET]   [transponder_off] in DSRD operational space is against the law. You're hereby ordered to turn your transponder on and identify yourself immediately.     INTERRUPT     waiting. query (blood). scanning. true. [objective == you will never be one of us]\""""
AdjustRep $faction.id TRANSPONDER_OFF
AdjustRepActivePerson TRANSPONDER_OFF",,"0:tOff_refuse:Refuse and cut the comm link",
tOffEnigmaPatrolOpenCommUnknown,OpenCommLink,"$entity.transponderOffConv score:100
!$entity.knowsWhoPlayerIs
$faction.id == enigma score:1000","AddText""\""[TARGET]   [transponder_off] in DSRD operational space is against the law. You're hereby ordered to turn your transponder on and identify yourself immediately.     INTERRUPT     waiting. query (blood). scanning. true. [objective == you will never be one of us]\""""
AdjustRep $faction.id TRANSPONDER_OFF
AdjustRepActivePerson TRANSPONDER_OFF",,"0:tOff_refuse:Refuse and cut the comm link",
tOffEnigmaPatrolOpenCommTOn,OpenCommLink,"$entity.transponderOffConv score:100
$player.transponderOn
$faction.id == enigma score:1000","AddText ""\""[TARGET]  [transponder_off] in DSRD operational space is against the law. You're hereby ordered to turn your transponder on and identify yourself immediately.     INTERRUPT     waiting. query (blood). scanning. true. [objective == you will never be one of us]\""""
AdjustRep $faction.id TRANSPONDER_OFF
AdjustRepActivePerson TRANSPONDER_OFF",,"0:tOff_refuse:Refuse and cut the comm link",
"#END enigma patrol stopping player w/ transponder off",,,,,,
,,,,,,
# DORMANT,,,,,,
dormantDialog,OpenCommLink,"$faction.id == enigma score:100
$entity.isHostile
$entity.EnigmaDormantFleet score:100
","$entity.ignorePlayerCommRequests = true 1","""Citizen of the Domain, this automated drone ship has identified and logged your vessel or habitat in the course of executing its mission parameters. Autonomous vessels of the Domain -""

INTERRUPT

waiting. query blood?. scanning. false. return to (ERROR)

The comm-link is cut.","cutCommLink:Cut the comm link",
"#END DORMANT",,,,,,
,,,,,,
# HEART CORE DIALOG,,,,,,
enigmaCoreGreeting,PickGreeting,"$id == nskr_enigmaAdmin score:1000
","ShowPersonVisual
FireAll PopulateOptions
$enigmaCoreGreetingCommLinkSelected= true 100","You tell the comms team to try and establish connections directly with the Enigma core, they're not exactly enthusiastic about the idea.

As soon as the comm link is fired multiple alerts pop up and the comms screen goes red from warnings. ""It's a directed attack at our electronic systems."" The leader of the comms team reports. ""The reply ping had a disguised back door element, if we had accepted the package it it would have spread it's way through our ships during standard communications, and then to the wider sector through our ships."" They give an uneasy look. 

""We can't tell what exactly it would have done though. The files are not built to any known standard and are unreachable to our systems, it's not clear whether this is some sort of encryption or just file corruption, but it couldn't have been anything good that's for sure.""

You decide to leave the comms unit alone, for now.",,
enigmaCoreGreetingAlreadySelected,PickGreeting,"$id == nskr_enigmaAdmin score:1000
$enigmaCoreGreetingCommLinkSelected score:100","ShowPersonVisual
FireAll PopulateOptions","Trying to establish a comm link with the core is not a good idea.",,
"#END HEART CORE DIALOG",,,,,,
"#END MISC EVENTS",,,,,,
,,,,,,
# CONTRACTS,,,,,,
nskr_contracts_blurbElimination,nskr_contracts_blurb,"$nskr_contracts_type == ELIMINATE",,"""The board has authorized an elimination contract on certain enemy vessels. Looks like they want to thin out the competition.""",,
nskr_contracts_blurbRecovery,nskr_contracts_blurb,"$nskr_contracts_type == SCAVENGE",,"""We are looking for someone to fulfill our new data recovery contract. The trends deduced from our existing data have already proven invaluable for our efforts.""",,
nskr_contracts_option,nskr_contracts_option,,,,"nskr_contracts_start:Ask about the contract",
nskr_contracts_start,DialogOptionSelected,"$option == nskr_contracts_start","$missionId = nskr_contracts
FireAll nskr_contractsOfferText
SetShortcut contact_decline ESCAPE false",,"contact_accept:Accept the contract
contact_decline:Decline",
,,,,,,
nskr_contracts_elimination1,nskr_contractsOfferText,"$nskr_contracts_type == ELIMINATE",,"""The powers that be have authorized mercenary contracts for the destruction of enemy assets.""",,
nskr_contracts_elimination2Hostile,nskr_contractsOfferText,"$nskr_contracts_type == ELIMINATE
!$nskr_contracts_factionBounty","SetTextHighlights $nskr_contracts_count","""And as it happens we have a new elimination contract available, it would require the destruction of $nskr_contracts_count hostile $nskr_contracts_targets.""",,
nskr_contracts_elimination2Faction,nskr_contractsOfferText,"$nskr_contracts_type == ELIMINATE
$nskr_contracts_factionBounty","SetTextHighlights $nskr_contracts_count","""And as it happens we have a new elimination contract available, it would require the destruction of $nskr_contracts_count $nskr_contracts_targets.""",,
nskr_contracts_elimination3,nskr_contractsOfferText,"$nskr_contracts_type == ELIMINATE","SetTextHighlights $nskr_contracts_rewardPer $nskr_contracts_rewardTotal","""The payout per target vessel is $nskr_contracts_rewardPer for a total of $nskr_contracts_rewardTotal. You will be paid upon the full completion of the contract.""",,
nskr_contracts_elimination4,nskr_contractsOfferText,"$nskr_contracts_type == ELIMINATE",,"""Are you interested captain?""",,
nskr_contracts_recovery1,nskr_contractsOfferText,"$nskr_contracts_type == SCAVENGE",,"""Our department has great interest in salvage records and materials breakdowns, we are willing to pay for data on certain recovered resources. From destroyed vessels - to be specific.""",,
